Product,Original Price,Selling Price,Units Sold,Tag,revenue,discount_percent
Caterpillar Single Sofa Lazy Couch Tatami Living Room Bedroom Lovely Leisure Single Chair Reading Chair Balcony Rocking Chair,,143.35,47,Free shipping,6737.45,0.0
Video Racing Seat Height Adjustable With 360°Swivel and Headrest for Office or Bedroom Gamer Chair Computer Armchair Gaming,176.67,100.0,1,Free shipping,100.0,43.4
Super Fiber Suede Mesh Red Togo Caterpillar Lazy Sofa Cat Paw for Two People 1.5 Meters in The Living Room Corner,,97.49,11,Free shipping,1072.39,0.0
Dresser for Bedroom with 12 Drawers Tall Dressers & Chests of Drawers for Bedroom Dresser for Closet Wooden Top & Metal Frame,180.32,93.18,13,Free shipping,1211.34,48.33
Nordic Style Single Rocking Chair Lazy Sofa Balcony Living Room Bedroom Leisure Can Lie Can Sleep Luxury Eggshell Penguin Chair,,216.31,25,Free shipping,5407.75,0.0
"Nightstands Set of 2,End Table Side for Bedroom, Bedside ,Small Dresser with 2 Drawers, Night Stands Fa",,34.35,14,Free shipping,480.9,0.0
"VOWNER Vanity with Lighted Mirror - Makeup Vanity Desk with Power Outlet and 7 Drawers, 3 Color Lighting Modes Adjustable",,214.55,2,Free shipping,429.1,0.0
"Baysitone Clear Dining Chairs Set of 4, Modern Kitchen Chairs with Transparent Seat, Acrylic Accent Side Chairs",,159.46,3,Free shipping,478.38,0.0
"LED Nightstand with Voice-Activated Mode, Acrylic Float Nightstand with Charging Station, Side Table End Table with 2 Drawers",,89.16,4,Free shipping,356.64,0.0
"Dining Room Chairs Set of 6, Velvet Tufted Dining Chairs with Nailhead Back and Ring Pull Trim, Upholstered Dining Chairs",709.46,265.09,11,Free shipping,2915.99,62.63
"Dressers Vanity Desk with Mirror and Lights, White Vanity Table with, Makeup Vanity Desk with Charging Station, Dressers",,201.0,4,Free shipping,804.0,0.0
L-Shaped Computer Desk - Gaming Desk Corner Table 50 Inch PC White Writing Desk Wooden Desktop Computer CPU Stand,,51.82,3,Free shipping,155.46,0.0
"Home Decor Luxury Large Faux Leather Square Storage Ottoman | Ottoman with Storage for Living Room & Bedroom, Distressed Brown",,113.48,2,Free shipping,226.96,0.0
"Flower Shape Velvet Armchair, Modern Side Chair Vanity Chair with Golden Metal Legs for Living Room/Dressing Room/Bedroom/Home",,71.42,4,Free shipping,285.68,0.0
"Light Luxury Creative Snails Change Shoes Stools,Home Entrance Doors, Small Household Stools,Low Stools,Sofa Stools,Decor stool",,42.37,15,+Shipping: $74.22,635.55,0.0
"King Bed Frame with Luxury Wingback Upholstered Button Tufted Storage Headboard, King Platform Bed with Charging Station",,210.04,14,Free shipping,2940.56,0.0
2PC Leather Dining Chair High Load-bearing Capacity Metal Frame Sponge Backrest Chair Home Nordic Leather Dining Room Chairs,150.55,78.41,1,Free shipping,78.41,47.92
"TV Stand with Mount and Power Outlet 51.2"", Swivel TV Table Mount for 32-70 in TVs,Height Adjustable Modern Entertainment Center",,145.07,2,Free shipping,290.14,0.0
"TV Stand, Deformable TV Stand with LED Lights & Power Outlets, Modern TV Stand for 45/50/55/60/65/75 Inch TVS,",,109.1,15,Free shipping,1636.5,0.0
"LED Bed Frame, Adjustable Headboard, Light up with Type-C & USB Charging Station, Upholstered Metal Bedframe, Bed Frame",367.78,214.67,5,Free shipping,1073.35,41.63
"Modern TV Stand for 65"" Television, Entertainment Center with Two Storage Cabinets, Retro Style Media Console for Living Room,",,70.13,2,Free shipping,140.26,0.0
"Modern White TV Stand for 32/40/50/55+ Inch TV, Entertainment Center TV Console, 16 Color LED Light Wood TV Table Stand with",,101.44,9,Free shipping,912.96,0.0
"Dresser for Bedroom with 3 Drawer, Modern Dressers Chest of Drawers, with Wide Drawers and Metal Handles, Wood Dressers, White",,81.17,1,Free shipping,81.17,0.0
"Bedroom Dresser, Fabric Dresser with 8 Drawers, High Dresser, Double Dresser, Closet Chest of Drawers, Sturdy Steel Frame",,44.01,31,Free shipping,1364.31,0.0
"Dresser with Mirror and Lamp, White Dresser with Lighting, Make-up Dresser with Charging Station, Hidden and Open Shelves",,161.06,5,Free shipping,805.3,0.0
"Dressing Table with Light and Full-length Mirror, 3 Lighting Modes, Dressing Table with Drawers in The Bedroom",,204.15,2,Free shipping,408.3,0.0
"Dresser, Dressing Table with Illuminated Mirror, Lighting Mode in 3 Colors, Adjustable Brightness, Dressing Table with Drawers",,195.51,1,Free shipping,195.51,0.0
Desk Makeup Vanity Table Set With Drawer and Storage Cabinet Grey Vanity Table With DIY Lighted Mirror Dressers for Bedroom Home,,155.37,1,Free shipping,155.37,0.0
LUMTOK 10-Drawer Dresser Fabric Storage Dressers Drawers for Bedroom Hallway Nursery Closets Steel Frame Wood Top,,193.12,1,Free shipping,193.12,0.0
"L Shaped Computer Desk Wood Corner PC Gaming Table with Side Storage Bag for Home Office Small Spaces, White",109.77,53.38,32,Free shipping,1708.16,51.37
4-Tier Shoe Rack Storage Organizer Mesh Shelves Entryway Industrial Design Rustic Brown Black Organize Shoes Bags Keys Wallet,,45.04,1,Free shipping,45.04,0.0
"Queen Velvet Bed Frame with Adjustable Headboard, Upholstered Headboard and Footboard, Stable Metal Base, Beige Bed Frame",,188.24,3,Free shipping,564.72,0.0
Floral Colorful Small Chair Endurable Hallway Stools Cute Room Chair Adorable Shoes-changing Stool Vanity Chair Ottoman Bench,,3.62,4,+Shipping: $21.65,14.48,0.0
1 folding chair for home and outdoor use Convenient,11.59,0.99,85,Free shipping,84.15,91.46
"Hanging Egg Chair 360 Swivel, Outdoor Rattan with Overstuffed Cushions, Outdoor Egg Chair",,202.6,1,Free shipping,202.6,0.0
Drawer Table with Lighting Mirror & Power Strip Dressing Vanity Table with Lights 4 Drawer Mirror Wood Desk,,129.92,3,Free shipping,389.76,0.0
"LIKIMIO Small Makeup Vanity Desk with Mirror and Lights, Vanity Table Set with Storage Drawer & Chair & 3 Shelves, Bedroom",,116.83,1,Free shipping,116.83,0.0
Set of Tables and Chairs for Dining Room Set Leviton Urban Style Counter Height Dining Set: Table and 6 Chairs Chair Grey Sets,1093.19,649.92,4,Free shipping,2599.68,40.55
"Modern Lift Top Coffee Table Hidden Compartment Storage Shelf Wooden Living Room Office P2 MDF 39""x28""x24"" Black",123.45,44.18,2,Free shipping,88.36,64.21
Folding Step Stool Bathroom Stool Non-Slip Design Compact Foldable Step Stool For Bathroom Bedroom Kitchen Outdoor Fishing,7.68,1.68,5,Free shipping,8.4,78.12
Foldable Lift Bed Small Table Home Learning Desk Simple Bedroom Computer Window Dormitory Student Table Laptop Computer Desk,38.97,32.97,51,Free shipping,1681.47,15.4
Simple Shoe Rack Metal Shoe Shelf Footwear Rack Living Room Space Saving Organizer Stand Holder Black Shoe Shelf,14.14,14.14,14,Free shipping,197.96,0.0
Small Stool Portable Multifunctional Step Stool Shower Bench Potty Stool for Adults and Kids Apartment Bedside Kithchen Bathroom,11.58,5.58,132,Free shipping,736.5600000000001,51.81
Nordic Style Tulip Shape Storage Side Table Living Room Sofa Side Small Coffee Table INS Bedroom Bedside Corner Table Home Decor,,36.88,26,+Shipping: $63.08,958.88,0.0
"6 Drawer Dresser for Bedroom, Rattan Wood Dressers with Led Light, Tall Dressers & Chests of Drawers, for Bedroom, Entryway",,167.6,2,Free shipping,335.2,0.0
"Grey Couch Convertible Sectional Sofa Couch,4 Seat Sofa Set U-Shaped Fabric Modular Sleeper with Double Chaise Memory Foam",754.72,446.83,27,Free shipping,12064.41,40.8
"TV Stand for 65/70/75 Inch TVs, Entertainment Center with 20 Color LEDs/Power Outlets, TV & Media Console for Gaming, TV Stand",,207.6,7,Free shipping,1453.2,0.0
Portable Wardrobe Closet Storage Organizer Metal Hanging Rack Non-Woven Fabric 34 Inch Black Assembly Closet for Clothes Locker,,35.58,1,Free shipping,35.58,0.0
Computer Chair Managerial Executive Office Chair Gaming Gamer Desk Armchair Relaxing Backrest Ergonomic Swivel Massage Pc,389.52,227.71,10,Free shipping,2277.1,41.54
"Home Folding Stool, Heavy Collapsible Padded Round Metal Stool Recreation Game Room, Black",22.54,9.78,5,Free shipping,48.9,56.61
Inflatable Portable Sofa Folding Lazy Bean Bag Sofas Chair Pouf Puff Couch Tatami Living Room Footstool Inflatable Bed Set,,7.9,10,+Shipping: $5.86,79.0,0.0
"DWVO Makeup Vanity Desk with Large Lighted Mirror with Power Outlet and LED Strip, 3 Color Lighting Modes with Adjustable",,154.9,6,Free shipping,929.4,0.0
1/2/3PCS Plastic Folding Step Stool Portable Foldable Outdoor Dining Stool Multi Purpose Step Stool for Home Office Bathroom,26.56,8.34,1,Free shipping,8.34,68.6
Office Foot Rest under Desk Foot Stool Support Desk Step for Work Home Study Computer,10.76,4.76,3,Free shipping,14.28,55.76
56.6″W Modern Loveseat 2 Seater Sofa Luxurious Velvet Fabric Couch Futon with Gold-Tone Metal Arms and Legs Sofa,,136.65,12,Free shipping,1639.8000000000002,0.0
Swing Egg Wicker Chair and Reinforced Solid Structure Hammock Stand with 2 Storage Baskets and 3Hooks Outdoor Patio Swing Chair,,153.66,1,Free shipping,153.66,0.0
"Classic Puresoft PU Padded Mid-Back Office Computer Desk Chair with Armrest, 26""D X 23.75""W X 42""H, Black,Office Chairs",,81.19,39,Free shipping,3166.41,0.0
Lazy Rocking Chair Technology Cloth Lounge Chairs Detachable Washable 5 Angle Adjustment Relaxation And Comfort Recliner Chair,141.01,73.06,26,Free shipping,1899.56,48.19
"Redlife Combined TV Stand, Entertainment Center w/ Storage Shelf for 32~80'' TV Media Console-TV Table for Living Room & Bedroom",,157.35,1,Free shipping,157.35,0.0
"Narrow Shoe Storage Cabinet, Shoe Cabinet for Entryway with 3 Flip Drawers, Wood Hidden Shoe Storage, Freestanding",,81.4,1,Free shipping,81.4,0.0
"Rattan Nightstand with 2 Drawers, Rustic Side Table Night Stand with Storage,for Living Room Bedroom Set of 2",,77.39,5,Free shipping,386.95,0.0
"10 Drawers Dresser Fabric Storage Tower Cabinet Bin Organizer, Black Grey Organizer Chest",,60.33,2,Free shipping,120.66,0.0
Computer Armchair Girlfriend Computer Gaming Chair Pink Gaming Chair With Footrest Sister Wife and Love (Pink) Desk Gamer Office,250.27,144.16,6,Free shipping,864.96,42.4
"US BestOffice Gaming Desk Computer Desk 47""x 23"" Home Office Desk Extra Large Modern Ergonomic Black PC Carbon Fiber Table",87.12,37.56,3,Free shipping,112.68,56.89
"Vintage Dresser for Bedroom with 5/7 Drawers, Wood Drawer Dresser Chest of Drawers for Closet, Living Room, Hallway",,103.66,4,Free shipping,414.64,0.0
Wooden Outdoor Folding Picnic Table With Glass Holder Round Foldable Desk Wine Glass Rack Collapsible Table for Garden Party,7.87,1.87,7,Free shipping,13.09,76.24
"Sleeper Sofa,Sofa Bed- 2 in1Pull Out Couch Bed with Storage Chaise for Living Room, Beige Chenille Couch Sofa Cama Tatami Couch",,326.51,3,Free shipping,979.53,0.0
"Nightstands Set of 2, End Side Table with Drawer, Bedside Table with Shelf for Living Room Bedroom",66.24,26.46,4,Free shipping,105.84,60.05
Lazy Couch Penguin Rocking Chair Adult Lounge Snail Balcony Home Indoor Leisure Rocking Chair Lounge Chair Rocking sofa daybed,534.03,234.32,18,Free shipping,4217.76,56.12
"Full bed frame, velvet upholstered bed frame, tufted headboard with vertical channels, mattress base, white, platform bed frame",,133.4,3,Free shipping,400.2000000000001,0.0
"WLIVE Tall Bedroom with 13 Drawers, Storage Dresser Organizer unit, Fabric Dresser for Bedroom, Chest of Drawers, Steel Frame,",,93.36,12,Free shipping,1120.32,0.0
"Tribesigns Shoe Cabinet with Doors, 20 Pairs Entryway Shoe Storage Cabinet with Shelves, 5-Tier Modern Free Standing Shoe Racks",,122.58,1,Free shipping,122.58,0.0
"Modern Tuft Futon Couch Convertible Loveseat Sleeper Reclining Sofa Bed Twin Size with Arms and 2 Pillows for Living Room, Black",,148.73,8,Free shipping,1189.84,0.0
"Queen Size Bed Frame, Platform Bedframe with Shelf Headboard and Charging Station, USB Ports & Power Outlets, Industrial Queen",,140.02,8,Free shipping,1120.16,0.0
"Egg Hanging Swing Chair with Cushions 330lbs for Patio, Bedroom, Garden and Balcony,Stand Egg Chair Wicker Egg Chair",,106.92,1,Free shipping,106.92,0.0
Studio Stacey Modern and Contemporary White Faux Leather Upholstered Ottoman Bench Foot Rest Stool for Bedr,,38.65,1,Free shipping,38.65,0.0
Organizer Units for Clothing Closet Commodes Small Chest Storage Tower Make Up Table Dresser for Bedroom With 5 Fabric Drawers,,59.51,15,Free shipping,892.65,0.0
"11-Tier Shoe Storage Cabinet, 31 Open Cubbie Shoe Storage Organizer, Free Standing Space Saving Shoe Rack for Entryway,",,121.45,5,Free shipping,607.25,0.0
"Frame Metal Platform, Max 3500lbs Heavy Duty Metal Slat Support,High Underbed Storage Bed Frames",,80.48,3,Free shipping,241.44,0.0
"Convertible Sectional Sofa Couch, 4 Seat Sofa Set for Living Room U-Shaped Modern Fabric Modular Sofa Sleeper with Double Chaise",703.51,345.76,31,Free shipping,10718.56,50.85
Criss Cross Chair - Armless Desk Chair No Wheels Cross Legged Office Chair Wide Swivel Home Office Desk Chairs,,47.46,3,Free shipping,142.38,0.0
LEEGOHOME Wardrobe 110/130/150/170x45CMx170CM Closet Wardrobe with 23MM Steel Pipe Bedroom Foldable Cloth Wardrobe,36.12,15.56,22,Free shipping,342.32,56.92
"67 in Portable Closet Wardrobe for Hanging Clothes, Wardrobe Closet , 4 Hanging Rods and Side Pockets, 8 Storage Shelves",67.52,26.41,7,Free shipping,184.87,60.89
Modern Style Solid Wood Bedside Table with Wireless Charging Smart 2 Drawers Bedroom Nightstands with Lock 40cm,,91.82,13,+Shipping: $112.1,1193.66,0.0
High Quality Outdoor Rocking Chair Rain Shelter Garden Swing Garden Waterproof Dustproof Lounge Chair Sun Shade Canopy,14.82,2.31,8,Free shipping,18.48,84.41
Kids Pod Swing Seat Hammock Chair Children's Hanging Chair Durable Outdoor Garden Patio Swing Folding Hanging Hammock Chair,9.93,5.89,12,Free shipping,70.67999999999999,40.68
Living Room Light Luxury Rocking Chair Reclining Balcony Home Lounge Chair Foldable Lunch Break Sofa with Armrests Rocking Chair,,30.7,1,+Shipping: $322.02,30.7,0.0
Foldable Shoe Storage Box Stackable Dustproof Transparent Living Room Sneaker Cabinet For Closet Multi Layer Cubby Shoes Rack,64.4,30.11,11,Free shipping,331.21,53.25
"4 Drawer Dresser, Drawer Chest, Tall Storage Dresser Chest Cabinet Organizer Unit with Metal Legs, Small Dresser for Bedroom,",,107.89,1,Free shipping,107.89,0.0
"Office Desk Leather Gaming Computer Chair with Adjustable Swivel Task and Flip-up Arms, Black-White",,71.02,5,Free shipping,355.1,0.0
30-inch Faux Leather Folding Storage Ottoman with Padded Lid or Bench with Removable Bin for Living Room or Bedroom,37.14,21.5,6,Free shipping,129.0,42.11
"3 Drawer Bedside Table with Wooden Legs, Modern White Drawer Dresser Bedside Table, Perfect for Bedroom, Living Room",,84.5,3,Free shipping,253.5,0.0
Transparent Folding Chair Acrylic Minimalist Modern Dining Chairs North Europe Style Lightweight INS Transparent Photo Chairs,52.34,29.34,93,Free shipping,2728.62,43.94
"Adult lazy sofa rocking chair, single-person balcony leisure sofa chair, luxury living room internet-famous rocking chair",,227.77,1,Free shipping,227.77,0.0
"Full Size Platform Bed with LED Lights, Adjustable Tufted Headboard, Wood Slats - White",,152.76,13,Free shipping,1985.88,0.0
Computer Chair Office Chair High Back Ergonomic Office Chair With Lumbar Support Adjustable Headrest 3D Armrest and Lumbar Gamer,,88.61,19,Free shipping,1683.59,0.0
Inflatable Airplane Foot Rest Height Adjustable Wear Resistant Super Soft Widely Used Folding Portable Airplane Chair Extender,,3.38,16,+Shipping: $7.38,54.08,0.0
Acrylic Transparent Coffee Table Clear Drink Table Small Round End Modern Living Room Side Table Acrylic desk Home Decorations,37.26,31.26,112,Free shipping,3501.1200000000003,16.1
"Office Chair,Ergonomic Rolling with 4D Adjustable Armrest,3D Lumbar Support, Mesh Swivel 26""D x 26""W x 53""H Metal Office Chairs",,219.89,1,Free shipping,219.89,0.0
Rectangle Glass Coffee Table-Modern Side Coffee Table with Lower Shelf Black Wooden Legs-Suit for Living Room,,84.81,5,Free shipping,424.05,0.0
"Twin-Over-Twin Bunk Bed Espresso Converts To 2 Individual Twin Beds, Getting Up and Down in Bed",,296.2,3,Free shipping,888.5999999999999,0.0
"Ergonomic headboard bed frame, upholstered Led bed frame with light and charging station, premium Pu leather platform bed frame",,198.25,4,Free shipping,793.0,0.0
"Makeup Vanity Desk with LED Lighted Sliding Mirror,Jewelry Cabinet and 4 Drawers,Bedroom Dressing Table.",,318.37,4,Free shipping,1273.48,0.0
1pc Outdoor Camping And Fishing Hand Bag Chair Rainbow Portable Plastic Circular Folding Chair Retractable Queue Chair,17.71,11.71,6,Free shipping,70.26,33.88
Stackable Shoe Storage Containers Set of 10 with Magnetic Door Sturdy Clear Boxes Men's Sneaker Storage and Organization,,30.82,1,Free shipping,30.82,0.0
"SMUG Office Desk Computer Chair, Ergonomic High Back Comfy Swivel Gaming Home Mesh Chairs with Wheels, Lumbar Support, Adjustabl",,47.52,8,Free shipping,380.16,0.0
32 Pairs Shoe Organizer Cabinet 8 Cube 16 Tiers Shoe Rack with Clear Door Plastic Storage System Free Standing Rack Organizing,,33.8,14,Free shipping,473.19999999999993,0.0
"Bed Frame with Wingback, Upholstered Beds Frames with Diamond Tufted Headboard and Footboard, No Box Spring Needed, Bed Frame",296.4,171.84,3,Free shipping,515.52,42.02
"Shoe Cabinet,48 Pairs Shoes Rack 3 By 8 Tier Shoes Organizer Space Saving Storage for Closet Hallway Living Room Bedroom White",,59.24,5,Free shipping,296.2,0.0
"Upholstered Queen Platform Bed Frame, With 4 storage drawers and headboard, Diamond sewn button tufting, Base wood slat support",370.75,179.38,11,Free shipping,1973.18,51.62
"Shoe Cabinet with 3 Clamshell Drawers, Modern Slim Hidden Shoe Storage and Freestanding Tipper Rack with Narrow Entry Grey",,163.92,2,Free shipping,327.84,0.0
"Fabric Dresser for Bedroom, Storage Drawer Unit,Dressers with 10 Deep Drawers for Office,White Vanity Desk",,71.08,4,Free shipping,284.32,0.0
Nightstands Set of 2-Natural Beside Table with Storage Drawer - Midcentury Modern Bedroom Storage Cabinet,,64.56,18,Free shipping,1162.08,0.0
"4 Door Wardrobe Armoire Closet with Mirror Door, Wardrobe Cabinet with 2 Drawers & Hanging Rod, Armoire Dresser Wardrobe Clothes",,467.98,2,Free shipping,935.96,0.0
